Id,Label
0,0.8381304347826076
1,0.8458695652173907
2,0.9026066252587984
3,0.2290020703933744
4,0.33438716356107634
5,0.0923250517598344
6,0.6727701863354026
7,0.9250476190476186
8,0.613747412008281
9,0.9442401656314705
10,0.930432712215321
11,0.007855072463768117
12,0.0028923395445134576
13,0.9970807453416148
14,0.8884886128364388
15,0.003981366459627329
16,0.991594202898551
17,0.9101511387163553
18,0.9828322981366463
19,0.031438923395445136
20,0.8356521739130429
21,0.8325196687370593
22,0.9783188405797097
23,0.9842691511387165
24,0.9624741200828147
25,0.9630062111801242
26,0.9582505175983437
27,0.509374741200828
28,0.9835010351966871
29,0.836801242236024
30,0.7628260869565227
31,0.6688219461697714
32,0.7428799171842636
33,0.7781407867494808
34,0.9169316770186335
35,0.3514120082815739
36,0.8328509316770182
37,0.09761283643892352
38,0.0
39,0.9042629399585917
40,0.9816956521739129
41,0.9190165631469969
42,0.9938115942028984
43,0.9861014492753621
44,0.7265631469979285
45,0.9962898550724636
46,0.08934782608695656
47,0.9842463768115945
48,0.9719254658385096
49,0.7106293995859203
50,0.7558033126293984
51,0.3307826086956521
52,0.03093581780538302
53,0.0018923395445134574
54,0.18076190476190446
55,0.9608157349896482
56,0.3114492753623187
57,0.8133457556935816
58,0.7084223602484467
59,0.83003105590062
60,0.6004037267080738
61,0.008399585921325054
62,0.7474616977225672
63,0.6640621118012419
64,0.7291118012422351
65,0.9945631469979296
66,0.0017763975155279503
67,0.9987784679089027
68,0.76015320910973
69,0.6739875776397513
70,0.9113995859213239
71,0.9648757763975158
72,0.9821739130434787
73,0.8677163561076597
74,0.8267101449275358
75,0.8979668737060037
76,0.9642256728778464
77,0.8207929606625245
78,0.8967556935817803
79,0.9885300207039336
80,0.06216770186335402
81,0.8418095238095238
82,0.6242505175983442
83,0.8410724637681148
84,0.048925465838509326
85,0.9452173913043472
86,0.7700144927536225
87,0.009227743271221535
88,0.00115527950310559
89,0.9634844720496893
90,0.3943146997929605
91,0.34034989648033165
92,0.026565217391304335
93,0.9948074534161491
94,0.7706418219461678
95,0.7394699792960651
96,0.9851863354037266
97,0.00042236024844720496
98,0.28033540372670834
99,0.036041407867494824
100,0.7455010351966866
101,0.8978178053830225
102,0.09472256728778478
103,0.7784285714285714
104,0.8234161490683225
105,0.9918302277432709
106,0.5643561076604551
107,0.9404534161490684
108,0.6037619047619043
109,0.9452753623188406
110,0.8444968944099377
111,0.782217391304347
112,0.78652380952381
113,0.6489089026915101
114,0.900401656314699
115,0.08051552795031063
116,0.8466397515527951
117,0.010124223602484475
118,0.9531118012422354
119,0.14941407867494808
120,0.64655486542443
121,0.7708509316770178
122,0.6662919254658374
123,0.89767701863354
124,0.9516604554865422
125,0.08435196687370605
126,0.026625258799171842
127,0.8793623188405789
128,0.9321987577639748
129,0.8392049689440986
130,0.9147846790890259
131,0.9205776397515523
132,0.9099937888198752
133,0.9964016563146998
134,0.027496894409937873
135,0.9781801242236029
136,0.5082567287784677
137,0.4626190476190479
138,0.0428778467908903
139,0.9861904761904763
140,0.010076604554865419
141,0.005894409937888199
142,0.20679089026915104
